customer_id,sector,grade,pd_baseline,ead,lgd,apr
C0985,Retail,A,1e-06,136878.561785027,0.35,0.08
C0986,Engineering,A,0.0036734693877551,164390.6546873983,0.27999999999999997,0.08
C0987,Retail,A,1e-06,115394.22312845287,0.35,0.08
C0988,Agriculture,A,1e-06,138321.68358668027,0.38,0.08
C0989,Transportation,G,0.2517439233758019,25344.07905032421,0.6,0.22
C0990,Logistics,A,1e-06,131143.8492831103,0.32,0.08
C0991,Logistics,A,0.0003401360544217,149675.17728563736,0.32,0.08
C0992,Retail,A,0.0008401360544217,154340.7461133473,0.35,0.08
C0993,Transportation,G,0.1743637203618238,24616.4937631848,0.6,0.22
C0994,Chemicals,A,0.0008401360544217,131106.2364406363,0.3,0.08
C0995,Construction,A,1e-06,166836.1951116826,0.3,0.08
C0996,Manufacturing,C,0.0147076061193708,124977.36403971341,0.35000000000000003,0.12
C0997,Telecommunications,A,0.0003401360544217,159740.3012950211,0.29,0.08
C0998,Manufacturing,A,1e-06,186579.8983498126,0.25,0.08
C0999,Technology,A,1e-06,140495.52023481537,0.27,0.08
C1000,Agriculture,A,0.0003401360544217,103073.0907133942,0.38,0.08
C10000,Transportation,B,0.0061137367227592,118378.5799264096,0.35,0.1
C1001,Transportation,A,1e-06,142036.17012533062,0.3,0.08
C1002,Engineering,A,0.0031315789473684,184614.37624932342,0.27999999999999997,0.08
C1003,Logistics,A,1e-06,177352.73602351733,0.32,0.08
C1004,Retail,G,0.2401826330532212,19666.302979287473,0.65,0.22
C1005,Logistics,A,0.000595238095238,132466.33772983556,0.32,0.08
C1006,Chemicals,B,0.0072033167333919,125247.84137722358,0.35,0.1
C1007,Retail,B,0.0089008097165991,120657.94540707536,0.39999999999999997,0.1
C1008,Logistics,A,1e-06,167939.78686112034,0.32,0.08
C1009,Transportation,A,1e-06,120463.45508236223,0.3,0.08
C1010,Engineering,A,0.0003401360544217,181625.06870299415,0.27999999999999997,0.08
C1011,Transportation,A,0.0041734693877551,144665.61426698952,0.3,0.08
C1012,Technology,C,0.0155184986275211,89476.05795280247,0.37,0.12
C1013,Technology,A,1e-06,152237.69436005704,0.27,0.08
C1014,Manufacturing,A,1e-06,215103.88381124617,0.25,0.08
C1015,Retail,D,0.0345475001189286,76466.74866760161,0.5,0.14
C1016,Telecommunications,C,0.0128001312805824,85500.11969263232,0.39,0.12
C1017,Transportation,A,1e-06,149227.68731154705,0.3,0.08
C1018,Chemicals,C,0.0191421774189127,90666.164544648,0.4,0.12
C1019,Telecommunications,G,0.2518207282913165,26434.975479838053,0.59,0.22
C1020,Manufacturing,B,0.0066942745956906,186825.85002845756,0.3,0.1
C1021,Retail,A,0.0040669530970282,113299.14695001685,0.35,0.08
C1022,Transportation,A,1e-06,136576.55353127772,0.3,0.08
C1023,Telecommunications,C,0.0159759109123101,108193.79600357501,0.39,0.12
C1024,Technology,A,0.0040669530970282,140464.41447421783,0.27,0.08
C1025,Technology,G,0.1258277722277722,25034.643544513096,0.57,0.22
C1026,Agriculture,A,0.0008401360544217,103236.79447012341,0.38,0.08
C1027,Logistics,A,1e-06,120681.77445048015,0.32,0.08
C1028,Logistics,A,1e-06,162032.3008945091,0.32,0.08
C1029,Construction,A,1e-06,155436.1650149866,0.3,0.08
C1030,Logistics,A,0.0014353741496598,168215.59007775743,0.32,0.08
C1031,Manufacturing,G,0.1825875924349249,36410.245503488055,0.5499999999999999,0.22
C1032,Chemicals,A,1e-06,171076.85765996837,0.3,0.08
C1033,Transportation,A,0.0003401360544217,177996.11428169333,0.3,0.08
C1034,Manufacturing,A,1e-06,160170.74410523707,0.25,0.08
C1035,Manufacturing,A,1e-06,176413.63939341795,0.25,0.08
C1036,Retail,A,0.0008401360544217,127931.21934816288,0.35,0.08
C1037,Construction,A,1e-06,144793.553486632,0.3,0.08
C1038,Retail,C,0.0182292259953914,83454.87979786191,0.45,0.12
C1039,Manufacturing,A,1e-06,160026.25945463555,0.25,0.08
C1040,Construction,E,0.061147873454375,76518.12429337228,0.5,0.16
C1041,Engineering,A,0.0040816326530612,169345.11208162265,0.27999999999999997,0.08
C1042,Logistics,A,1e-06,130669.47060399708,0.32,0.08
C1043,Construction,A,0.0003401360544217,211474.2982401973,0.3,0.08
C1044,Chemicals,A,1e-06,129982.43557995676,0.3,0.08
C1045,Telecommunications,A,1e-06,132307.76661011152,0.29,0.08
C1046,Chemicals,A,0.0009353741496598,123563.71544028987,0.3,0.08
C1047,Transportation,E,0.0674829931972789,56912.38228419917,0.5,0.16
C1048,Manufacturing,A,1e-06,224012.31802057315,0.25,0.08
C1049,Logistics,A,1e-06,136760.11862513435,0.32,0.08
C1050,Manufacturing,E,0.0504206988636084,72856.62672382656,0.45,0.16
C1051,Logistics,A,0.0026315789473684,149508.58780386418,0.32,0.08
C1052,Engineering,A,1e-06,163769.10371295305,0.27999999999999997,0.08
C1053,Telecommunications,A,0.0008401360544217,130327.13987478043,0.29,0.08
C1054,Logistics,A,0.0014353741496598,166894.33720172325,0.32,0.08
C1055,Technology,A,0.000595238095238,172834.80806657166,0.27,0.08
C1056,Construction,A,0.000595238095238,163222.76223173487,0.3,0.08
C1057,Retail,A,0.0003401360544217,122109.29256409472,0.35,0.08
C1058,Agriculture,G,0.2732492997198879,23189.998690889624,0.6799999999999999,0.22
C1059,Agriculture,A,0.0036999999999999,101484.89556680128,0.38,0.08
C1060,Chemicals,A,1e-06,156578.86533126372,0.3,0.08
C1061,Logistics,A,0.0008401360544217,142041.116068128,0.32,0.08
C1062,Technology,E,0.040986303612354,63267.785149541494,0.47,0.16
C1063,Retail,A,1e-06,122939.79099792002,0.35,0.08
C1064,Agriculture,A,1e-06,132813.9770001855,0.38,0.08
C1065,Agriculture,B,0.0055184986275211,79909.25604680613,0.43,0.1
C1066,Retail,B,0.0062692307692307,124953.11002615136,0.39999999999999997,0.1
C1067,Transportation,A,1e-06,157156.74068387496,0.3,0.08
C1068,Manufacturing,A,0.0014353741496598,220965.69124878736,0.25,0.08
C1069,Construction,E,0.0401722382880277,60224.86062158419,0.5,0.16
C1070,Transportation,A,0.0003401360544217,162345.43898986548,0.3,0.08
C1071,Transportation,A,1e-06,166336.16893196153,0.3,0.08
C1072,Transportation,C,0.0107533476548514,99532.84339949294,0.4,0.12
C1073,Manufacturing,C,0.012016606642657,139890.68449674296,0.35000000000000003,0.12
C1074,Manufacturing,D,0.0343447496758857,98755.12539645421,0.4,0.14
C1075,Technology,A,1e-06,136025.34734958128,0.27,0.08
C1076,Agriculture,B,0.0080581323438466,83521.79802502606,0.43,0.1
C1077,Construction,B,0.0096001312805824,135893.65199800025,0.35,0.1
C1078,Retail,G,0.2344737895158063,21039.015062059978,0.65,0.22
C1079,Transportation,A,0.0003401360544217,169644.3677578828,0.3,0.08
C1080,Technology,A,1e-06,169701.2787672158,0.27,0.08
C1081,Logistics,A,1e-06,164541.31947679957,0.32,0.08
C1082,Manufacturing,E,0.0581566234426646,63725.42486523399,0.45,0.16
C1083,Agriculture,G,0.1814225438912355,17244.044647368388,0.6799999999999999,0.22
C1084,Logistics,A,1e-06,122005.74560741756,0.32,0.08
C1085,Technology,A,1e-06,145698.02183922398,0.27,0.08
C1086,Agriculture,A,0.0008401360544217,101950.62459626203,0.38,0.08
C1087,Chemicals,A,1e-06,166555.1815774834,0.3,0.08
C1088,Manufacturing,C,0.0166949692157564,142407.31195228384,0.35000000000000003,0.12
C1089,Technology,A,0.000595238095238,178168.55090955822,0.27,0.08
C1090,Transportation,A,1e-06,147086.7038666695,0.3,0.08
C1091,Technology,A,1e-06,176997.95265562343,0.27,0.08
C1092,Chemicals,B,0.0061137367227592,119659.00886732501,0.35,0.1
C1093,Chemicals,A,1e-06,161992.0875285646,0.3,0.08
C1094,Engineering,G,0.1232190765755983,24004.761276402358,0.58,0.22
C1095,Transportation,E,0.0699020531682185,61354.817295763,0.5,0.16
C1096,Manufacturing,A,1e-06,165013.67986784157,0.25,0.08
C1097,Transportation,A,0.0014353741496598,130591.84443846693,0.3,0.08
C1098,Transportation,A,0.0005,178095.43701397607,0.3,0.08
C1099,Retail,A,1e-06,140334.9415482471,0.35,0.08
C1100,Construction,A,1e-06,160465.0507248225,0.3,0.08
C1101,Manufacturing,E,0.0632663871027863,65253.537895240515,0.45,0.16
C1102,Technology,A,1e-06,134009.4598117415,0.27,0.08
C1103,Telecommunications,A,0.001095238095238,152918.74595495404,0.29,0.08
C1104,Telecommunications,A,0.000595238095238,174110.76107602855,0.29,0.08
C1105,Technology,G,0.160679509835508,31194.65432015128,0.57,0.22
C1106,Manufacturing,A,1e-06,202644.09857450615,0.25,0.08
C1107,Construction,A,1e-06,185920.09159929823,0.3,0.08
C1108,Retail,B,0.0092548156766717,107910.84358730957,0.39999999999999997,0.1
C1109,Retail,C,0.0130776804648985,95945.51799478389,0.45,0.12
C1110,Manufacturing,A,0.0045717377860235,173504.8615683315,0.25,0.08
C1111,Logistics,G,0.2732492997198879,21451.056122456965,0.62,0.22
C1112,Transportation,A,1e-06,154658.32335266648,0.3,0.08
C1113,Transportation,A,0.0008401360544217,171196.16010737023,0.3,0.08
C1114,Engineering,A,1e-06,191291.8335929525,0.27999999999999997,0.08
C1115,Chemicals,D,0.0217050795669606,65263.750145682934,0.45,0.14
C1116,Chemicals,B,0.0071764996907854,139537.47036829384,0.35,0.1
C1117,Manufacturing,A,1e-06,198277.1191529435,0.25,0.08
C1118,Logistics,C,0.0126055944055944,100885.03762300489,0.42000000000000004,0.12
C1119,Transportation,A,1e-06,176081.839948485,0.3,0.08
C1120,Manufacturing,A,1e-06,165525.72513415062,0.25,0.08
C1121,Telecommunications,D,0.0300590353901714,93958.15694988999,0.44,0.14
C1122,Technology,A,1e-06,144208.3046934973,0.27,0.08
C1123,Logistics,A,1e-06,151333.74630291044,0.32,0.08
C1124,Logistics,G,0.160679509835508,20425.181278426968,0.62,0.22
C1125,Chemicals,A,0.0014353741496598,126779.6901963715,0.3,0.08
C1126,Engineering,B,0.0050184986275211,122950.05850201752,0.32999999999999996,0.1
C1127,Manufacturing,A,0.0008401360544217,206075.52183748982,0.25,0.08
C1128,Agriculture,A,1e-06,129508.80924713687,0.38,0.08
C1129,Construction,B,0.0073084496956677,118888.89101544656,0.35,0.1
C1130,Transportation,A,1e-06,122725.37080984522,0.3,0.08
C1131,Retail,A,1e-06,150185.97911953775,0.35,0.08
C1132,Engineering,A,1e-06,179064.01930671724,0.27999999999999997,0.08
C1133,Manufacturing,A,1e-06,161310.8249553511,0.25,0.08
C1134,Transportation,A,0.0009353741496598,158635.67396383572,0.3,0.08
C1135,Retail,B,0.0094692307692307,115592.90286424758,0.39999999999999997,0.1
C1136,Manufacturing,A,1e-06,176719.30095359398,0.25,0.08
C1137,Logistics,D,0.028165589631755,94892.155985935,0.47000000000000003,0.14
C1138,Engineering,A,0.0037268170426065,146317.290799318,0.27999999999999997,0.08
C1139,Engineering,C,0.0193859686924702,95242.61377679271,0.38,0.12
C1140,Chemicals,A,1e-06,157612.94528108463,0.3,0.08
C1141,Logistics,G,0.2078225438912355,24805.967600274344,0.62,0.22
C1142,Construction,A,1e-06,179305.30766511738,0.3,0.08
C1143,Retail,C,0.0166949692157564,90699.5034807842,0.45,0.12
C1144,Chemicals,G,0.1814225438912355,26663.832151450722,0.6,0.22
C1145,Transportation,A,0.0045717377860235,163286.8734063697,0.3,0.08
C1146,Logistics,A,0.0009353741496598,172567.07998681642,0.32,0.08
C1147,Logistics,E,0.0615046054670551,49053.929545133346,0.52,0.16
C1148,Chemicals,A,1e-06,161741.50796545774,0.3,0.08
C1149,Logistics,A,1e-06,174689.4067739709,0.32,0.08
C1150,Logistics,A,0.0003401360544217,146780.35039903858,0.32,0.08
C1151,Retail,A,0.0040669530970282,140362.3102878345,0.35,0.08
C1152,Logistics,E,0.0490190219137587,64838.497298570015,0.52,0.16
C1153,Retail,A,1e-06,133041.1267485676,0.35,0.08
C1154,Retail,C,0.0101953693758205,105303.18390471578,0.45,0.12
C1155,Chemicals,G,0.1541569705898566,27541.511498649485,0.6,0.22
C1156,Retail,A,0.0008401360544217,154696.7997481941,0.35,0.08
C1157,Manufacturing,A,1e-06,195252.03390293414,0.25,0.08
C1158,Telecommunications,A,0.0004057898825236,141568.45106890993,0.29,0.08
C1159,Logistics,B,0.0089008097165991,110863.72961019979,0.37,0.1
C1160,Manufacturing,A,0.0044217687074829,227534.1379873413,0.25,0.08
C1161,Logistics,A,1e-06,138053.20260985618,0.32,0.08
C1162,Manufacturing,D,0.0241431008652143,116933.8429096585,0.4,0.14
C1163,Construction,A,0.0005,181980.25278418724,0.3,0.08
C1164,Retail,A,1e-06,118004.3726053719,0.35,0.08
C1165,Manufacturing,A,1e-06,204779.07773077185,0.25,0.08
C1166,Logistics,A,1e-06,121991.97444025466,0.32,0.08
C1167,Logistics,A,1e-06,131500.3426980035,0.32,0.08
C1168,Engineering,D,0.0324496347068211,81102.42818752259,0.43,0.14
C1169,Manufacturing,G,0.1825875924349249,29421.758931257456,0.5499999999999999,0.22
C1170,Transportation,A,1e-06,149896.8571859516,0.3,0.08
C1171,Chemicals,A,1e-06,179608.663897231,0.3,0.08
C1172,Technology,A,1e-06,176750.50346772574,0.27,0.08
C1173,Chemicals,A,1e-06,164170.04330162046,0.3,0.08
C1174,Transportation,B,0.0081217687074829,117869.23963807769,0.35,0.1
C1175,Chemicals,A,0.000595238095238,177877.598281934,0.3,0.08
C1176,Engineering,A,0.0008401360544217,148026.37699910588,0.27999999999999997,0.08
C1177,Retail,B,0.0057692307692307,98073.21188695882,0.39999999999999997,0.1
C1178,Manufacturing,A,1e-06,164978.90345822947,0.25,0.08
C1179,Retail,D,0.0208401360544217,83376.66836618805,0.5,0.14
C1180,Engineering,A,0.0034717150017901,132117.75600690662,0.27999999999999997,0.08
C1181,Technology,C,0.0112990401640108,94773.16182773678,0.37,0.12
C1182,Construction,C,0.0141475933423301,118760.621346654,0.4,0.12
C1183,Chemicals,A,1e-06,165266.4518617238,0.3,0.08
C1184,Telecommunications,G,0.1574406434387468,25367.84581745493,0.59,0.22
C1185,Manufacturing,A,0.0005,211497.90458329915,0.25,0.08
C1186,Telecommunications,A,1e-06,145768.25913373585,0.29,0.08
C1187,Retail,A,0.0009353741496598,141478.11539527995,0.35,0.08
C1188,Manufacturing,A,0.0003401360544217,211859.23044907063,0.25,0.08
C1189,Construction,A,1e-06,152673.80508165882,0.3,0.08
C1190,Retail,A,0.0009353741496598,151789.85805314902,0.35,0.08
C1191,Manufacturing,G,0.148649434647538,32868.623373895934,0.5499999999999999,0.22
C1192,Chemicals,A,1e-06,170135.4619753852,0.3,0.08
C1193,Construction,A,0.0005,152203.79128149417,0.3,0.08
C1194,Chemicals,A,0.0014353741496598,179435.64708595228,0.3,0.08
C1195,Manufacturing,A,0.0008401360544217,198880.8687025176,0.25,0.08
C1196,Logistics,A,0.0049217687074829,159567.98020363474,0.32,0.08
C1197,Technology,A,0.0045717377860235,193936.87239471028,0.27,0.08
C1198,Technology,G,0.1814225438912355,31912.434725162904,0.57,0.22
C1199,Retail,A,1e-06,117320.1970268283,0.35,0.08
C1200,Manufacturing,F,0.1143529544528384,60959.33570247117,0.5,0.18
C1201,Retail,C,0.0134568739776612,94866.59047515066,0.45,0.12
C1202,Manufacturing,A,1e-06,157229.33832504388,0.25,0.08
C1203,Manufacturing,A,1e-06,220262.64598925764,0.25,0.08
C1204,Construction,B,0.0068644688644688,171993.77088864462,0.35,0.1
C1205,Engineering,A,1e-06,160606.0296074042,0.27999999999999997,0.08
C1206,Retail,A,0.0034717150017901,130030.29307205873,0.35,0.08
C1207,Retail,A,0.0005,149288.92009673937,0.35,0.08
C1208,Agriculture,G,0.160679509835508,16828.687793128294,0.6799999999999999,0.22
C1209,Transportation,B,0.0081485857500895,99739.05227499093,0.35,0.1
C1210,Technology,A,1e-06,173098.4444930733,0.27,0.08
C1211,Agriculture,A,1e-06,106954.77052469196,0.38,0.08
C1212,Agriculture,A,0.0003401360544217,99569.8257242462,0.38,0.08
C1213,Manufacturing,A,1e-06,170707.21079376183,0.25,0.08
C1214,Logistics,G,0.160679509835508,22419.55995851858,0.62,0.22
C1215,Retail,A,0.000595238095238,142959.268998198,0.35,0.08
C1216,Transportation,E,0.0432038020687727,55384.35010226787,0.5,0.16
C1217,Manufacturing,A,1e-06,206785.4496257798,0.25,0.08
C1218,Retail,B,0.0068050483351235,128747.49967211083,0.39999999999999997,0.1
C1219,Chemicals,A,0.0040669530970282,133611.00823420606,0.3,0.08
C1220,Transportation,A,0.001095238095238,135093.56122491616,0.3,0.08
C1221,Technology,E,0.0520236778451702,75654.16719887643,0.47,0.16
C1222,Manufacturing,A,1e-06,186225.80656041845,0.25,0.08
C1223,Agriculture,A,1e-06,112699.85369598104,0.38,0.08
C1224,Technology,A,0.0035669530970282,193064.93893315492,0.27,0.08
C1225,Agriculture,A,1e-06,129993.67204861972,0.38,0.08
C1226,Chemicals,A,0.0008401360544217,178080.50003199646,0.3,0.08
C1227,Construction,A,0.0049217687074829,201047.38963507584,0.3,0.08
C1228,Transportation,A,0.0026315789473684,157683.98334647043,0.3,0.08
C1229,Technology,A,1e-06,144813.90575213436,0.27,0.08
C1230,Agriculture,A,0.0008401360544217,114743.25964372598,0.38,0.08
C1231,Telecommunications,F,0.1197277972206374,36869.50306880499,0.54,0.18
C1232,Transportation,A,1e-06,156248.5829944629,0.3,0.08
C1233,Transportation,B,0.0061137367227592,137487.73748419894,0.35,0.1
C1234,Manufacturing,G,0.1393351489332523,38400.78878979673,0.5499999999999999,0.22
C1235,Chemicals,A,0.000595238095238,138620.3905873349,0.3,0.08
C1236,Construction,B,0.0092501003591229,144141.16711541396,0.35,0.1
C1237,Logistics,A,0.000595238095238,155314.25563062582,0.32,0.08
C1238,Agriculture,A,1e-06,100781.04736412507,0.38,0.08
C1239,Technology,A,1e-06,154592.9087240416,0.27,0.08
C1240,Transportation,B,0.0058315789473684,102562.45929822726,0.35,0.1
C1241,Logistics,A,1e-06,134389.65352652466,0.32,0.08
C1242,Retail,A,0.0005,161783.89209288495,0.35,0.08
C1243,Retail,F,0.1049174689388281,33470.7996671598,0.6000000000000001,0.18
C1244,Logistics,A,1e-06,176984.25765506993,0.32,0.08
C1245,Retail,A,1e-06,139237.95310342757,0.35,0.08
C1246,Chemicals,E,0.0556922117376335,56664.39238375441,0.5,0.16
C1247,Manufacturing,B,0.0064649122807017,128720.22325505086,0.3,0.1
C1248,Manufacturing,A,1e-06,181980.28107532102,0.25,0.08
C1249,Telecommunications,A,0.0040669530970282,168551.6034339551,0.29,0.08
C1250,Chemicals,A,0.0045717377860235,146683.32440493326,0.3,0.08
C1251,Logistics,B,0.0068644688644688,122917.23762857475,0.37,0.1
C1252,Engineering,A,1e-06,133957.011134777,0.27999999999999997,0.08
C1253,Manufacturing,D,0.0374247547611538,105091.26072808415,0.4,0.14
C1254,Manufacturing,A,1e-06,215396.9760233697,0.25,0.08
C1255,Retail,G,0.2492673992673992,22163.109710346074,0.65,0.22
C1256,Agriculture,A,0.0040401360544217,105258.17142324534,0.38,0.08
C1257,Transportation,G,0.1568159869506258,24370.876707387837,0.6,0.22
C1258,Engineering,A,0.0039764996907854,135090.4461639222,0.27999999999999997,0.08
C1259,Manufacturing,G,0.131965478914678,29043.69398666322,0.5499999999999999,0.22
C1260,Chemicals,A,0.0005,151963.4541050206,0.3,0.08
C1261,Transportation,A,0.0008401360544217,129417.43708898028,0.3,0.08
C1262,Logistics,A,1e-06,149944.27870381373,0.32,0.08
C1263,Construction,A,0.0003401360544217,174018.06292788484,0.3,0.08
C1264,Agriculture,A,1e-06,113049.74326870426,0.38,0.08
C1265,Manufacturing,A,1e-06,215302.28216678117,0.25,0.08
C1266,Manufacturing,A,0.0036999999999999,161801.00238665004,0.25,0.08
C1267,Construction,A,0.0008401360544217,162557.69603441557,0.3,0.08
C1268,Agriculture,A,0.0026315789473684,105567.70232728768,0.38,0.08
C1269,Chemicals,G,0.2703921568627451,20187.837275942766,0.6,0.22
C1270,Transportation,A,0.0031315789473684,167266.50106279034,0.3,0.08
C1271,Retail,B,0.0072033167333919,89591.84860180592,0.39999999999999997,0.1
C1272,Logistics,A,0.0009353741496598,146477.9268604654,0.32,0.08
C1273,Retail,A,1e-06,125988.37815992635,0.35,0.08
C1274,Manufacturing,B,0.0092785114045618,162182.95190008686,0.3,0.1
C1275,Engineering,C,0.0145258572066173,116903.13062324967,0.38,0.12
C1276,Manufacturing,A,1e-06,156309.75850528368,0.25,0.08
C1277,Transportation,G,0.1814225438912355,28843.75489021796,0.6,0.22
C1278,Technology,A,0.0049217687074829,161615.01441594545,0.27,0.08
C1279,Manufacturing,A,1e-06,162082.75902720602,0.25,0.08
C1280,Engineering,B,0.0062692307692307,131192.66113390698,0.32999999999999996,0.1
C1281,Chemicals,G,0.1703770093983686,20187.09499696624,0.6,0.22
C1282,Retail,A,0.0003401360544217,138292.87085545535,0.35,0.08
C1283,Engineering,A,0.0003401360544217,149841.60340118085,0.27999999999999997,0.08
C1284,Manufacturing,A,0.0003401360544217,160094.1898274585,0.25,0.08
C1285,Construction,A,0.0040669530970282,195098.50221721732,0.3,0.08
C1286,Engineering,A,0.0046783625730994,137456.51565055977,0.27999999999999997,0.08
C1287,Manufacturing,B,0.0072228074750092,166465.75807719256,0.3,0.1
C1288,Construction,G,0.2518207282913165,35402.23437020521,0.6,0.22
C1289,Manufacturing,A,0.0005,223076.08870810346,0.25,0.08
C1290,Manufacturing,B,0.0062692307692307,166561.2599722183,0.3,0.1
C1291,Construction,A,0.0014353741496598,189415.3868353775,0.3,0.08
C1292,Manufacturing,A,1e-06,178277.74660241645,0.25,0.08
C1293,Chemicals,A,0.0008401360544217,176184.74406633517,0.3,0.08
C1294,Retail,G,0.1541569705898566,22851.920587831697,0.65,0.22
C1295,Logistics,A,1e-06,178049.3306977377,0.32,0.08
C1296,Transportation,B,0.0051783625730994,143428.24886294888,0.35,0.1
C1297,Manufacturing,A,1e-06,159330.1646929242,0.25,0.08
C1298,Manufacturing,A,1e-06,159732.0342472835,0.25,0.08
C1299,Chemicals,B,0.0072033167333919,107945.47960128405,0.35,0.1
C1300,Retail,G,0.1972132048431868,26300.13014892489,0.65,0.22
C1301,Manufacturing,B,0.005017006802721,181710.20968884986,0.3,0.1
C1302,Telecommunications,A,1e-06,124684.73303454515,0.29,0.08
C1303,Manufacturing,A,0.0008401360544217,209805.49953118022,0.25,0.08
C1304,Engineering,C,0.0183625593287247,96308.28793699853,0.38,0.12
C1305,Retail,A,1e-06,150627.6255666901,0.35,0.08
C1306,Logistics,A,1e-06,139504.04938665777,0.32,0.08
C1307,Retail,G,0.2267857142857142,21312.239907117637,0.65,0.22
C1308,Logistics,B,0.0092501003591229,100911.50371496887,0.37,0.1
C1309,Construction,A,0.0009353741496598,203842.69193777157,0.3,0.08
C1310,Logistics,A,0.0003401360544217,164461.5856615781,0.32,0.08
C1311,Manufacturing,A,1e-06,215699.49120465174,0.25,0.08
C1312,Telecommunications,D,0.0268213618974658,65180.5635925143,0.44,0.14
C1313,Engineering,A,1e-06,157327.90718089772,0.27999999999999997,0.08
C1314,Logistics,A,0.0031315789473684,142567.2982894037,0.32,0.08
C1315,Agriculture,A,1e-06,118064.39683010522,0.38,0.08
C1316,Chemicals,F,0.1007660582071986,35969.28817320726,0.55,0.18
C1317,Engineering,A,1e-06,187855.7534277959,0.27999999999999997,0.08
C1318,Retail,A,0.0005,155561.4314978541,0.35,0.08
C1319,Manufacturing,G,0.2361904761904762,29610.576699501373,0.5499999999999999,0.22
C1320,Manufacturing,A,1e-06,187335.0056800416,0.25,0.08
C1321,Transportation,A,1e-06,159278.24738592727,0.3,0.08
C1322,Manufacturing,A,1e-06,212888.98952330867,0.25,0.08
C1323,Logistics,D,0.0359159207542666,91254.16433151436,0.47000000000000003,0.14
C1324,Transportation,E,0.0514441082273539,68873.50514771689,0.5,0.16
C1325,Technology,A,0.0003401360544217,184009.41380475386,0.27,0.08
C1326,Construction,A,0.0045717377860235,155803.52283691705,0.3,0.08
C1327,Transportation,G,0.1484253610467202,27005.19619728885,0.6,0.22
C1328,Logistics,B,0.005517006802721,134099.92830992208,0.37,0.1
C1329,Chemicals,A,0.0003401360544217,136323.88519950793,0.3,0.08
C1330,Engineering,G,0.1566927988720528,31160.57029265627,0.58,0.22
C1331,Engineering,A,1e-06,143269.5352652472,0.27999999999999997,0.08
C1332,Retail,A,1e-06,128055.83129216453,0.35,0.08
C1333,Transportation,A,1e-06,124361.30766865033,0.3,0.08
C1334,Technology,B,0.0063315789473684,146321.15196555044,0.31999999999999995,0.1
C1335,Technology,A,0.0008401360544217,151864.5898295633,0.27,0.08
C1336,Chemicals,A,1e-06,157862.7763757884,0.3,0.08
C1337,Transportation,A,1e-06,129037.71441160122,0.3,0.08
C1338,Retail,A,0.0003401360544217,115956.419096275,0.35,0.08
C1339,Manufacturing,A,1e-06,181798.0762940522,0.25,0.08
C1340,Manufacturing,D,0.0271538733253455,106022.10779181226,0.4,0.14
C1341,Transportation,A,0.0008401360544217,137060.804634591,0.3,0.08
C1342,Agriculture,G,0.2359532624238506,22967.282216767602,0.6799999999999999,0.22
C1343,Logistics,A,0.0003401360544217,164977.265452018,0.32,0.08
C1344,Retail,G,0.1320647651209069,21037.686503935525,0.65,0.22
C1345,Retail,A,1e-06,109232.11503314751,0.35,0.08
C1346,Agriculture,A,1e-06,102594.48587513153,0.38,0.08
C1347,Construction,G,0.2359532624238506,35659.04700903669,0.6,0.22
C1348,Construction,A,0.000595238095238,163086.06613493466,0.3,0.08
C1349,Technology,A,0.0039764996907854,195285.62472690988,0.27,0.08
C1350,Manufacturing,A,1e-06,170187.9726547451,0.25,0.08
C1351,Logistics,B,0.0055184986275211,122799.40209944942,0.37,0.1
C1352,Chemicals,A,0.0003401360544217,172650.01515681014,0.3,0.08
C1353,Agriculture,A,1e-06,129224.34587410501,0.38,0.08
C1354,Retail,A,1e-06,153334.16667314418,0.35,0.08
C1355,Engineering,A,0.0040669530970282,175542.40231909536,0.27999999999999997,0.08
C1356,Logistics,A,0.0005,131590.81053427627,0.32,0.08
C1357,Telecommunications,A,0.0008401360544217,139651.9249989305,0.29,0.08
C1358,Agriculture,A,0.0040669530970282,105010.83905068217,0.38,0.08
C1359,Transportation,A,0.0008401360544217,153972.92957551914,0.3,0.08
C1360,Chemicals,A,0.0049217687074829,128910.50587493167,0.3,0.08
C1361,Telecommunications,D,0.0233617092145481,65312.50960420876,0.44,0.14
C1362,Transportation,A,0.0014353741496598,176512.05620600047,0.3,0.08
C1363,Chemicals,D,0.0229824423696604,79893.40633961534,0.45,0.14
C1364,Chemicals,A,1e-06,125246.29598363573,0.3,0.08
C1365,Retail,A,0.0005,140567.50282608156,0.35,0.08
C1366,Manufacturing,A,1e-06,166542.81459753794,0.25,0.08
C1367,Retail,A,1e-06,148382.7606674966,0.35,0.08
C1368,Telecommunications,A,0.0014353741496598,126680.01658534716,0.29,0.08
C1369,Manufacturing,D,0.0233923687235047,121052.87078353576,0.4,0.14
C1370,Transportation,B,0.0087184986275211,117373.31577466335,0.35,0.1
C1371,Technology,A,0.0014353741496598,182881.01378852464,0.27,0.08
C1372,Transportation,F,0.0930085935505828,44654.40932055349,0.55,0.18
C1373,Logistics,A,1e-06,141838.59266523455,0.32,0.08
C1374,Engineering,A,0.0003401360544217,169631.3188644449,0.27999999999999997,0.08
C1375,Transportation,B,0.0073084496956677,101918.57565052425,0.35,0.1
C1376,Logistics,G,0.1566927988720528,26580.325259125333,0.62,0.22
C1377,Agriculture,A,1e-06,104208.62066630297,0.38,0.08
C1378,Engineering,A,0.0003401360544217,151002.00585664218,0.27999999999999997,0.08
